1, 1, 163, 474, 32, 64, -1, -1, -1, -1
1, 1, 231, 474, 32, 60, -1, -1, -1, -1
1, 1, 1469, 487, 29, 72, -1, -1, -1, -1
1, 1, 314, 457, 39, 101, -1, -1, -1, -1
1, 1, 470, 463, 49, 109, -1, -1, -1, -1
1, 1, 655, 461, 43, 92, -1, -1, -1, -1
1, 1, 714, 464, 48, 127, -1, -1, -1, -1
1, 1, 763, 463, 50, 126, -1, -1, -1, -1
1, 1, 845, 485, 57, 92, -1, -1, -1, -1
1, 1, 906, 482, 47, 100, -1, -1, -1, -1
1, 1, 978, 473, 89, 165, -1, -1, -1, -1
1, 1, 1052, 514, 78, 90, -1, -1, -1, -1
1, 1, 1216, 462, 67, 169, -1, -1, -1, -1
1, 1, 1292, 492, 50, 123, -1, -1, -1, -1
2, 1, 162, 478, 34, 60, -1, -1, -1, -1
2, 1, 230, 476, 32, 57, -1, -1, -1, -1
2, 1, 1471, 492, 31, 66, -1, -1, -1, -1
2, 1, 315, 457, 39, 102, -1, -1, -1, -1
2, 1, 470, 461, 48, 114, -1, -1, -1, -1
2, 1, 656, 458, 42, 94, -1, -1, -1, -1
2, 1, 714, 464, 51, 125, -1, -1, -1, -1
2, 1, 767, 461, 49, 128, -1, -1, -1, -1
2, 1, 844, 484, 58, 93, -1, -1, -1, -1
2, 1, 907, 482, 48, 97, -1, -1, -1, -1
2, 1, 980, 476, 89, 166, -1, -1, -1, -1
2, 1, 1050, 513, 80, 92, -1, -1, -1, -1
2, 1, 1215, 465, 68, 164, -1, -1, -1, -1
2, 1, 1275, 486, 53, 135, -1, -1, -1, -1
3, 1, 163, 477, 33, 57, -1, -1, -1, -1
3, 1, 228, 477, 33, 54, -1, -1, -1, -1
3, 1, 316, 462, 28, 82, -1, -1, -1, -1
3, 1, 470, 461, 46, 112, -1, -1, -1, -1
3, 1, 656, 459, 42, 94, -1, -1, -1, -1
3, 1, 712, 463, 52, 126, -1, -1, -1, -1
3, 1, 766, 465, 51, 120, -1, -1, -1, -1
3, 1, 843, 483, 60, 96, -1, -1, -1, -1
3, 1, 906, 480, 51, 99, -1, -1, -1, -1
3, 1, 1485, 476, 40, 106, -1, -1, -1, -1
3, 1, 979, 472, 87, 171, -1, -1, -1, -1
3, 1, 1048, 516, 82, 89, -1, -1, -1, -1
3, 1, 1216, 462, 66, 168, -1, -1, -1, -1
3, 1, 1291, 481, 55, 137, -1, -1, -1, -1
4, 1, 163, 478, 32, 59, -1, -1, -1, -1
4, 1, 228, 476, 33, 57, -1, -1, -1, -1
4, 1, 316, 462, 28, 80, -1, -1, -1, -1
4, 1, 469, 463, 47, 112, -1, -1, -1, -1
4, 1, 656, 460, 44, 93, -1, -1, -1, -1
4, 1, 712, 465, 53, 123, -1, -1, -1, -1
4, 1, 767, 467, 52, 117, -1, -1, -1, -1
4, 1, 844, 483, 60, 95, -1, -1, -1, -1
4, 1, 906, 481, 49, 96, -1, -1, -1, -1
4, 1, 992, 472, 80, 166, -1, -1, -1, -1
4, 1, 1047, 514, 83, 93, -1, -1, -1, -1
4, 1, 1215, 460, 68, 171, -1, -1, -1, -1
4, 1, 1275, 479, 49, 143, -1, -1, -1, -1
5, 1, 163, 479, 32, 57, -1, -1, -1, -1
5, 1, 227, 478, 35, 56, -1, -1, -1, -1
5, 1, 316, 451, 40, 106, -1, -1, -1, -1
5, 1, 470, 462, 45, 110, -1, -1, -1, -1
5, 1, 656, 462, 46, 90, -1, -1, -1, -1
5, 1, 714, 464, 53, 123, -1, -1, -1, -1
5, 1, 768, 467, 53, 117, -1, -1, -1, -1
5, 1, 844, 483, 59, 95, -1, -1, -1, -1
5, 1, 905, 481, 51, 97, -1, -1, -1, -1
5, 1, 998, 480, 82, 153, -1, -1, -1, -1
5, 1, 1050, 519, 76, 87, -1, -1, -1, -1
5, 1, 1213, 459, 71, 173, -1, -1, -1, -1
5, 1, 1291, 486, 54, 131, -1, -1, -1, -1
6, 1, 472, 465, 47, 106, -1, -1, -1, -1
6, 1, 656, 461, 44, 93, -1, -1, -1, -1
6, 1, 713, 463, 56, 125, -1, -1, -1, -1
6, 1, 767, 467, 56, 119, -1, -1, -1, -1
6, 1, 844, 484, 59, 94, -1, -1, -1, -1
6, 1, 907, 482, 50, 97, -1, -1, -1, -1
6, 1, 1003, 475, 82, 159, -1, -1, -1, -1
6, 1, 1044, 512, 83, 101, -1, -1, -1, -1
6, 1, 1214, 460, 69, 171, -1, -1, -1, -1
6, 1, 1275, 478, 49, 145, -1, -1, -1, -1
7, 1, 162, 479, 33, 55, -1, -1, -1, -1
7, 1, 226, 480, 35, 51, -1, -1, -1, -1
7, 1, 472, 462, 46, 114, -1, -1, -1, -1
7, 1, 657, 461, 44, 93, -1, -1, -1, -1
7, 1, 714, 465, 53, 122, -1, -1, -1, -1
7, 1, 767, 467, 55, 118, -1, -1, -1, -1
7, 1, 844, 484, 59, 94, -1, -1, -1, -1
7, 1, 906, 482, 49, 98, -1, -1, -1, -1
7, 1, 1502, 468, 64, 115, -1, -1, -1, -1
7, 1, 1010, 479, 71, 158, -1, -1, -1, -1
7, 1, 1215, 461, 70, 169, -1, -1, -1, -1
7, 1, 1292, 487, 53, 132, -1, -1, -1, -1
8, 1, 163, 478, 32, 57, -1, -1, -1, -1
8, 1, 471, 462, 49, 114, -1, -1, -1, -1
8, 1, 657, 462, 44, 92, -1, -1, -1, -1
8, 1, 713, 463, 55, 124, -1, -1, -1, -1
8, 1, 767, 468, 54, 115, -1, -1, -1, -1
8, 1, 844, 483, 57, 95, -1, -1, -1, -1
8, 1, 907, 482, 49, 97, -1, -1, -1, -1
8, 1, 1506, 463, 67, 124, -1, -1, -1, -1
8, 1, 1012, 475, 73, 159, -1, -1, -1, -1
8, 1, 1215, 461, 70, 168, -1, -1, -1, -1
8, 1, 1291, 489, 54, 128, -1, -1, -1, -1
9, 1, 163, 479, 32, 56, -1, -1, -1, -1
9, 1, 275, 477, 32, 52, -1, -1, -1, -1
9, 1, 472, 461, 50, 117, -1, -1, -1, -1
9, 1, 657, 462, 45, 92, -1, -1, -1, -1
9, 1, 718, 463, 51, 125, -1, -1, -1, -1
9, 1, 770, 465, 52, 122, -1, -1, -1, -1
9, 1, 843, 484, 60, 94, -1, -1, -1, -1
9, 1, 906, 483, 48, 92, -1, -1, -1, -1
9, 1, 1511, 465, 61, 121, -1, -1, -1, -1
9, 1, 1615, 439, 48, 145, -1, -1, -1, -1
9, 1, 1013, 478, 78, 160, -1, -1, -1, -1
9, 1, 1215, 463, 70, 165, -1, -1, -1, -1
9, 1, 1291, 495, 52, 122, -1, -1, -1, -1
10, 1, 163, 477, 31, 58, -1, -1, -1, -1
10, 1, 225, 480, 32, 50, -1, -1, -1, -1
10, 1, 471, 461, 51, 120, -1, -1, -1, -1
10, 1, 657, 462, 45, 92, -1, -1, -1, -1
10, 1, 719, 462, 51, 126, -1, -1, -1, -1
10, 1, 771, 465, 52, 122, -1, -1, -1, -1
10, 1, 843, 484, 61, 94, -1, -1, -1, -1
10, 1, 904, 484, 52, 92, -1, -1, -1, -1
10, 1, 1036, 493, 81, 140, -1, -1, -1, -1
10, 1, 1215, 462, 70, 167, -1, -1, -1, -1
10, 1, 1291, 491, 52, 128, -1, -1, -1, -1
11, 1, 312, 474, 30, 67, -1, -1, -1, -1
11, 1, 473, 461, 49, 115, -1, -1, -1, -1
11, 1, 656, 460, 45, 93, -1, -1, -1, -1
11, 1, 719, 465, 49, 122, -1, -1, -1, -1
11, 1, 771, 464, 53, 123, -1, -1, -1, -1
11, 1, 846, 483, 57, 94, -1, -1, -1, -1
11, 1, 905, 483, 53, 95, -1, -1, -1, -1
11, 1, 1518, 468, 63, 110, -1, -1, -1, -1
11, 1, 1214, 465, 69, 163, -1, -1, -1, -1
11, 1, 1292, 493, 51, 125, -1, -1, -1, -1
12, 1, 163, 474, 32, 59, -1, -1, -1, -1
12, 1, 473, 464, 48, 107, -1, -1, -1, -1
12, 1, 655, 461, 46, 92, -1, -1, -1, -1
12, 1, 721, 463, 49, 120, -1, -1, -1, -1
12, 1, 771, 463, 53, 123, -1, -1, -1, -1
12, 1, 845, 483, 58, 93, -1, -1, -1, -1
12, 1, 905, 483, 52, 96, -1, -1, -1, -1
12, 1, 1036, 482, 79, 161, -1, -1, -1, -1
12, 1, 1217, 459, 66, 172, -1, -1, -1, -1
12, 1, 1293, 490, 48, 129, -1, -1, -1, -1
13, 1, 164, 477, 31, 55, -1, -1, -1, -1
13, 1, 474, 466, 47, 101, -1, -1, -1, -1
13, 1, 655, 462, 48, 90, -1, -1, -1, -1
13, 1, 720, 463, 51, 119, -1, -1, -1, -1
13, 1, 775, 462, 51, 122, -1, -1, -1, -1
13, 1, 846, 483, 56, 94, -1, -1, -1, -1
13, 1, 905, 484, 51, 95, -1, -1, -1, -1
13, 1, 1556, 465, 52, 115, -1, -1, -1, -1
13, 1, 1030, 472, 86, 176, -1, -1, -1, -1
13, 1, 1214, 458, 69, 174, -1, -1, -1, -1
13, 1, 1293, 494, 48, 127, -1, -1, -1, -1
14, 1, 164, 473, 31, 58, -1, -1, -1, -1
14, 1, 223, 474, 29, 54, -1, -1, -1, -1
14, 1, 272, 474, 30, 55, -1, -1, -1, -1
14, 1, 474, 467, 47, 100, -1, -1, -1, -1
14, 1, 655, 462, 48, 90, -1, -1, -1, -1
14, 1, 722, 462, 50, 120, -1, -1, -1, -1
14, 1, 774, 462, 50, 120, -1, -1, -1, -1
14, 1, 845, 486, 60, 89, -1, -1, -1, -1
14, 1, 907, 484, 50, 89, -1, -1, -1, -1
14, 1, 1561, 470, 48, 106, -1, -1, -1, -1
14, 1, 1034, 466, 84, 188, -1, -1, -1, -1
14, 1, 1215, 459, 67, 171, -1, -1, -1, -1
14, 1, 1275, 491, 48, 133, -1, -1, -1, -1
15, 1, 166, 477, 30, 54, -1, -1, -1, -1
15, 1, 222, 477, 29, 51, -1, -1, -1, -1
15, 1, 485, 463, 50, 121, -1, -1, -1, -1
15, 1, 657, 463, 49, 90, -1, -1, -1, -1
15, 1, 722, 462, 49, 121, -1, -1, -1, -1
15, 1, 788, 463, 53, 125, -1, -1, -1, -1
15, 1, 846, 488, 58, 87, -1, -1, -1, -1
15, 1, 909, 483, 48, 90, -1, -1, -1, -1
15, 1, 1559, 464, 64, 114, -1, -1, -1, -1
15, 1, 1610, 437, 47, 154, -1, -1, -1, -1
15, 1, 1037, 467, 86, 189, -1, -1, -1, -1
15, 1, 1216, 466, 65, 161, -1, -1, -1, -1
15, 1, 1276, 478, 47, 148, -1, -1, -1, -1
16, 1, 164, 478, 31, 54, -1, -1, -1, -1
16, 1, 486, 462, 46, 120, -1, -1, -1, -1
16, 1, 657, 463, 49, 89, -1, -1, -1, -1
16, 1, 723, 463, 49, 119, -1, -1, -1, -1
16, 1, 788, 463, 54, 123, -1, -1, -1, -1
16, 1, 846, 488, 59, 87, -1, -1, -1, -1
16, 1, 907, 484, 48, 89, -1, -1, -1, -1
16, 1, 1561, 464, 69, 117, -1, -1, -1, -1
16, 1, 1610, 442, 56, 148, -1, -1, -1, -1
16, 1, 1044, 463, 80, 193, -1, -1, -1, -1
16, 1, 1219, 461, 63, 168, -1, -1, -1, -1
16, 1, 1273, 483, 48, 142, -1, -1, -1, -1
16, 1, 1747, 558, 113, 116, -1, -1, -1, -1
17, 1, 164, 478, 31, 54, -1, -1, -1, -1
17, 1, 487, 461, 44, 123, -1, -1, -1, -1
17, 1, 656, 464, 51, 87, -1, -1, -1, -1
17, 1, 724, 463, 50, 119, -1, -1, -1, -1
17, 1, 789, 461, 52, 127, -1, -1, -1, -1
17, 1, 845, 489, 59, 86, -1, -1, -1, -1
17, 1, 906, 484, 48, 92, -1, -1, -1, -1
17, 1, 1568, 462, 61, 119, -1, -1, -1, -1
17, 1, 1611, 446, 54, 148, -1, -1, -1, -1
